0,ValueError,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (4,) + inhomogeneous part.",0,,2023-12-02 19:48:53.264135
1,ValueError,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (4,) + inhomogeneous part.",0,,2023-12-02 19:49:05.432705
2,ValueError,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (4,) + inhomogeneous part.",0,,2023-12-02 20:20:49.711354
3,ValueError,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (4,) + inhomogeneous part.",0,,2023-12-02 20:21:08.502883
4,ValueError,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (4,) + inhomogeneous part.",0,,2023-12-02 20:23:40.579696
5,ValueError,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (4,) + inhomogeneous part.",0,,2023-12-02 20:23:47.382850
6,ValueError,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.",0,,2023-12-02 20:23:50.583864
7,ValueError,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (4,) + inhomogeneous part.",0,,2023-12-02 20:24:33.174948
8,ValueError,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (4,) + inhomogeneous part.",0,,2023-12-02 20:26:45.745314
9,ValueError,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.",0,,2023-12-02 20:28:17.904287
10,ValueError,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.",0,,2023-12-02 20:28:27.135580
11,ValueError,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (4,) + inhomogeneous part.",0,,2023-12-02 20:29:05.282637
12,ValueError,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (4,) + inhomogeneous part.",0,,2023-12-03 22:49:56.768444
13,ValueError,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.",0,,2023-12-03 22:50:03.699700
14,ValueError,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (4,) + inhomogeneous part.",0,,2023-12-03 22:50:31.401717
15,ValueError,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.",0,,2023-12-03 22:50:53.763612
16,ValueError,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.",0,,2023-12-03 22:50:58.392112
17,ValueError,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (4,) + inhomogeneous part.",0,,2023-12-03 22:51:06.805153
18,NameError,name 'people' is not defined,0,,2023-12-03 22:53:47.311600
19,ValueError,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (4,) + inhomogeneous part.",0,,2023-12-03 22:54:08.628190
20,ValueError,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (4,) + inhomogeneous part.",0,,2023-12-03 22:54:24.733698
21,ValueError,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.",0,,2023-12-03 22:54:28.555591
22,ValueError,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.",0,,2023-12-03 22:54:59.107923
23,ValueError,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.",0,,2023-12-03 22:55:35.467282
24,ValueError,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.",0,,2023-12-03 22:55:37.225594
25,ValueError,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.",0,,2023-12-03 22:55:45.024769
26,ValueError,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.",0,,2023-12-03 22:58:08.374188
27,ValueError,"setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.",0,,2023-12-03 22:58:28.497473
